Scenario,Replication,Model,RMSE,MAE,CRPS,Coverage,AIW,FitSeconds,IterationsUsed,EarlyStopped,final_negELBO,tail_negELBO_mean,tail_negELBO_sd,tail_slope,tail_relative_slope,tail_cv,tail_grad_median,tail_grad_p90,tail_n,Alpha_RMSE,Alpha_R2,Delta_RMSE,Delta_R2,Phi_RMSE,Phi_R2,Corr_Frobenius_RelErr,Corr_OffDiag_R
2,1017,Sparse Variational GP,0.858724690115109,0.6234373540052908,0.4578590860549458,0.9375,3.9544971385747534,1.94672912499982,700,1,116.36970055158164,118.151020803274,1.3979057853137284,-0.0155772141376482,-0.000131841553562,0.0118315167808942,96.40338527077424,290.1801870566468,300,,,,,,,,
2,1017,Stationary Skew-t Neural Model,0.3923252413798204,0.3084838769243916,0.2185795308847309,1.0,2.098794345662067,3.9817163560001054,500,1,1963.0356782866693,2022.174233438289,81.9694196979227,-0.472295477873365,-0.0002335582513433,0.0405352903535669,427.8727051990808,2395.805600996236,300,,,,,,,,
2,1018,Gaussian Neural Model,0.2646889199973423,0.1701092835306632,0.1571683813049928,1.0,1.5818340107325408,2.9162232620001305,500,1,1762.259108371845,1803.987190995623,45.839112615234335,-0.2633821009537623,-0.0001459999839624,0.0254098880768303,498.14261055565294,1787.483200060094,300,,,,,,,,
2,1018,Proposed Adaptive NSST-BNF,0.2257132594936305,0.1600163821428962,0.1070774698157521,1.0,1.0198308423841056,17.775855624999622,800,1,2374.122377065976,2411.5220323934464,30.29139935583574,-0.2547983222679028,-0.0001056587162983,0.0125611124215072,273.65125380701426,1071.1092382635547,300,,,,,,,,
2,1018,Sparse Variational GP,0.1744433313852134,0.1280865558936731,0.0979068391328731,1.0,0.920081464901442,4.470753889999969,1000,1,40.88447957856639,41.55042206747729,0.5520677221839347,-0.0059811699962411,-0.0001439496808607,0.0132866934850233,3.6088573068064536,5.019806700997679,300,,,,,,,,
2,1018,Stationary Skew-t Neural Model,0.2511475462371639,0.1710738626158343,0.1524590877141251,1.0,1.6521144177331804,4.728101616000004,600,1,1791.0216515697034,1784.8549842308446,28.375017546484894,-0.1170698058812047,-6.559065409543853e-05,0.0158976599203731,433.4224193332989,2035.9388146985236,300,,,,,,,,
2,1019,Gaussian Neural Model,0.2499080630332432,0.1711940944613214,0.1476480948393343,1.0,1.6368357517375738,2.700471099999959,500,1,1911.4382988278192,1946.5316422161056,64.4773361031032,-0.2906568319980639,-0.0001493203735784,0.03312421678884,807.0524396542816,3353.659923254236,300,,,,,,,,
2,1019,Proposed Adaptive NSST-BNF,0.2758508646526754,0.1845905324993005,0.1331188458399692,1.0,1.3596394052203955,16.426535177000005,800,1,2589.540787135783,2614.6282728125566,40.12831957340121,-0.207323973870831,-7.929386216259816e-05,0.0153476193884475,569.9980868230297,2585.2844881850137,300,,,,,,,,
2,1019,Sparse Variational GP,0.4266381264964835,0.3097772409523796,0.2288351038049711,0.9375,1.7734905355721522,1.9840398310000185,700,1,57.4623575847172,58.13639754686018,0.5586660482232559,-0.0061298297591746,-0.0001054387615647,0.0096095745831677,5.000437781577193,99.41985815019544,300,,,,,,,,
2,1019,Stationary Skew-t Neural Model,0.2488344177420468,0.1748166607096379,0.1466434459111385,1.0,1.664253682623173,3.2864976030000435,400,1,1940.8261398066877,2008.750908693928,75.45104563187188,-0.6292333546217674,-0.0003132460833737,0.0375611756068498,1002.2965572814788,3526.6425568785057,251,,,,,,,,
2,1020,Gaussian Neural Model,0.3650496797443037,0.272995777927785,0.1859643938203882,1.0,1.7197613078542302,2.868015597999829,500,1,1608.6552875588968,1641.1494176730002,28.464786271573036,-0.2398499042061237,-0.0001461475119957,0.0173444209071063,135.38588720518237,549.1069281458675,300,,,,,,,,
2,1020,Proposed Adaptive NSST-BNF,0.2790496239374998,0.2283469063946683,0.1534133162169132,1.0,1.816193729054933,13.080176104000202,800,1,2208.8387093300867,2239.352428006276,23.206819204516812,-0.2168031947076393,-9.681512922941828e-05,0.0103631830855575,106.14948593855854,336.2373916165168,300,,,,,,,,
2,1020,Sparse Variational GP,0.5205487566328539,0.3548219089141845,0.253539005338621,1.0,2.280400994099667,2.367259555999908,700,1,77.41194763866899,78.5532145069545,0.9958921153297716,-0.010724684679799,-0.0001365276360377,0.0126779294976094,2.4105855304724058,51.34545310044725,300,,,,,,,,
2,1020,Stationary Skew-t Neural Model,0.3048230527567543,0.220201017355378,0.1636185173858179,1.0,1.5916267787962373,4.3169222869998976,600,1,1606.891262042517,1622.594539328073,31.156069528772274,-0.1268745486517604,-7.819239223145664e-05,0.0192013893635277,139.6505606257561,647.8382483160132,300,,,,,,,,
2,1021,Gaussian Neural Model,0.2399599117349904,0.179539202673397,0.1428682055067172,1.0,1.5622327799150142,4.727444369000295,500,1,1592.5086779905885,1624.2194365123853,30.061163335332058,-0.28669814597795,-0.0001765144164224,0.0185080677275239,135.27752470302727,624.3729273854598,300,,,,,,,,
2,1021,Proposed Adaptive NSST-BNF,0.2074775401584184,0.1690962259248357,0.1094840213488071,1.0,1.2603877349244057,15.338471389999995,800,1,2204.3463384517845,2237.251609635632,29.585165410884148,-0.2648487661583099,-0.0001183813054453,0.0132238883116514,119.48476767303087,359.7782241165641,300,,,,,,,,
2,1021,Sparse Variational GP,0.1549982800323553,0.1336687270547376,0.1067014206047006,1.0,1.287490339207939,3.3085337739998977,900,1,47.27241526481298,48.002871484968985,0.6321396039750988,-0.0070858015965915,-0.0001476120360593,0.0131687872916732,2.296458086275336,3.009475605900056,300,,,,,,,,
2,1021,Stationary Skew-t Neural Model,0.2607808964320457,0.2055665259293052,0.1493821437248822,1.0,1.605474632258766,7.23968610699967,500,1,1607.913948731539,1643.285921880593,34.45973807440861,-0.2570848852886894,-0.0001564456202451,0.0209700196512196,144.2796960795494,786.3410916195588,300,,,,,,,,
2,1022,Gaussian Neural Model,0.4777965807245768,0.3212647478481482,0.2379499011371577,0.9375,1.516739835841349,3.503266010000061,500,1,1731.4914629374375,1770.979437896456,49.33540024668425,-0.2698031838169565,-0.0001523468754314,0.0278576922978191,737.8599395016004,3497.985597120262,300,,,,,,,,
2,1022,Proposed Adaptive NSST-BNF,0.4572229842093657,0.2876212892611008,0.2118169209951398,1.0,1.6382079994753225,11.281759494000198,600,1,2375.0338386771414,2462.9228079742,87.96679790926486,-0.7398599782176605,-0.000300399174437,0.0357164250639341,425.71902097882605,2284.8333885733587,300,,,,,,,,
2,1022,Sparse Variational GP,0.2960362365245396,0.2335848845477722,0.1667593311691098,1.0,1.5688761582478497,3.800481326000408,1000,0,52.819380974717525,54.50022125919367,1.1053318650959618,-0.0126261908930743,-0.0002316722868523,0.0202812362878156,11.464759209196655,233.7636815081288,300,,,,,,,,
2,1022,Stationary Skew-t Neural Model,0.4735437858131449,0.3252280045661667,0.241143294137282,0.875,1.5840577377062348,5.49930699000015,500,1,1735.3640870391268,1741.070556987759,71.4348400742846,-0.3173945304248428,-0.0001822984882209,0.04102926201789,616.9207518946212,2939.0351373853814,300,,,,,,,,
2,1023,Gaussian Neural Model,0.4619715502750638,0.2559371813705975,0.2172640716933437,1.0,1.9214281573497736,5.748506594999981,500,1,1639.3175371258594,1677.078603742535,40.3203247807934,-0.3439758245949352,-0.0002051041756941,0.0240420005900828,496.4161908161436,1727.4600670063223,300,,,,,,,,
2,1023,Proposed Adaptive NSST-BNF,0.4802793237438314,0.2362133009089437,0.1627430131964204,1.0,1.129024026641258,16.617869015999986,800,1,2197.6204194961674,2230.1766938359037,32.88815548255707,-0.2944972024602825,-0.0001320510627136,0.0147468833180161,203.6480464142533,663.2205051122189,300,,,,,,,,
2,1023,Sparse Variational GP,0.4004719434149921,0.3019896870483525,0.2149389157859894,1.0,1.7727597245700677,2.57095090599978,700,1,65.64494591881417,66.59872027756124,0.6433393102744467,-0.0073025840309049,-0.0001096505158127,0.0096599350196702,3.974765260803411,96.1646903341371,300,,,,,,,,
2,1023,Stationary Skew-t Neural Model,0.4431740682361653,0.2436111267121427,0.2084593961288079,1.0,1.906967220289196,5.24810244299988,500,1,1651.1222431600588,1693.415453132209,55.43938752297136,-0.3368878325906085,-0.000198939859659,0.0327382081109679,447.7576959011774,2207.7366174224367,300,,,,,,,,
2,1024,Gaussian Neural Model,0.3045007153834625,0.2652643395745689,0.1772224010577273,1.0,1.6698737500169143,4.952789683999981,500,1,1621.2684025362016,1646.7493571472603,35.58668853202641,-0.3015439536482818,-0.0001831146630417,0.0216102641106688,159.39802252985146,567.728691745186,300,,,,,,,,
2,1024,Proposed Adaptive NSST-BNF,0.1804952434866345,0.1444752360051294,0.1019705717557513,1.0,1.2406577716748892,16.656524036000064,800,1,2227.468884996264,2219.473072240663,26.918752040629585,-0.2440164422881053,-0.0001099434119476,0.0121284427269278,111.59402783564458,396.7427241655064,300,,,,,,,,
2,1024,Sparse Variational GP,0.2712172222260043,0.2034045143101476,0.1687729042645604,1.0,1.7486084655021676,3.557616935000169,900,1,67.42708897934907,68.53658910067196,0.9314949890603196,-0.0104942152656413,-0.0001531184350336,0.0135912072847986,3.3386027239812024,4.030827110954593,300,,,,,,,,
2,1024,Stationary Skew-t Neural Model,0.3022152089738222,0.2639464140904601,0.1753000533041683,1.0,1.6409967692116,6.265644831999907,500,1,1613.951695731599,1643.3214716176556,31.357982773339817,-0.2943829365595285,-0.0001791389826299,0.0190820745148979,152.22640004542177,512.0822963818514,300,,,,,,,,
2,1025,Gaussian Neural Model,0.3293202450921036,0.2288373355142769,0.1769303260288724,1.0,1.7992012873189562,3.50179329599996,500,1,1720.3783169153369,1766.7202164538671,52.03380585843875,-0.2602121630300399,-0.0001472854392034,0.0294522049240372,449.0167422896301,2978.5486423624843,300,,,,,,,,
