Scenario,Replication,Factor,RMSE,MAE,CRPS,Coverage,AIW
5,2003,1.2,0.611181113423333,0.43029845748190554,0.2939632303607556,0.9375,1.5911774325314214
5,2003,1.35,0.6111811134233329,0.4302984574819056,0.28772006777661996,0.9375,1.7900746115978492
5,2003,1.5,0.6111811134233331,0.4302984574819055,0.283100645208631,1.0,1.988971790664277
5,2004,0.75,0.4487014025566046,0.2482367510229251,0.18728437132527115,0.8125,0.803769043020771
5,2004,0.85,0.4487014025566051,0.24823675102292564,0.18348693687418305,0.875,0.9109382487568737
5,2004,0.95,0.44870140255660534,0.24823675102292583,0.18057649194492387,0.9375,1.0181074544929762
5,2004,1.0,0.4487014025566051,0.24823675102292614,0.17940816737565443,0.9375,1.071692057361028
5,2004,1.1,0.4487014025566047,0.2482367510229252,0.17767461777306398,0.9375,1.1788612630971307
5,2004,1.2,0.44870140255660484,0.2482367510229252,0.17668701416979443,0.9375,1.2860304688332334
5,2004,1.35,0.44870140255660473,0.2482367510229247,0.17661971308936408,1.0,1.4467842774373878
5,2004,1.5,0.4487014025566046,0.24823675102292497,0.17786608467608556,1.0,1.6075380860415418
5,2005,0.75,0.1555889947243486,0.1163974025967019,0.08676624364639475,0.875,0.49519412640489757
5,2005,0.85,0.15558899472434842,0.11639740259670214,0.08646799424596593,0.9375,0.5612200099255505
5,2005,0.95,0.1555889947243487,0.11639740259670221,0.08657174835172901,0.9375,0.6272458934462035
5,2005,1.0,0.1555889947243487,0.11639740259670231,0.08675100064181956,0.9375,0.66025883520653
5,2005,1.1,0.15558899472434876,0.11639740259670223,0.08734311085148179,0.9375,0.726284718727183
5,2005,1.2,0.15558899472434815,0.11639740259670185,0.08824731982687484,0.9375,0.7923106022478359
5,2005,1.35,0.15558899472434906,0.1163974025967025,0.09009621374348249,0.9375,0.8913494275288156
5,2005,1.5,0.1555889947243486,0.11639740259670224,0.09247126271929873,0.9375,0.9903882528097949
